,text,cleaned_text,topics
104,"It’s April 03, 2023 at 08:29AM
Stop Your Period Pain Instantly and Naturally with Nuvapad, No Drugs.

😍 Experience Your Period Better!
Click &gt;&gt;&gt; https://t.co/TXx3nTRHa6

#AtikuGate #ObiDatti2023 #NigeriaDecides2023 #ThePeoplesTownHall https://t.co/qTsRFeuVKq",it april at am stop your period pain instantly and naturally with nuvapad no drugs experience your period better click gt gt gt atikugate obidatti nigeriadecides thepeoplestownhall ,[0]
105,"Corruption no ordinary crime, it engenders a web of other crimes, hinders democracy and social justice, feeds dynastic politics and nepotism. Sadly the legacy of graft instead of being erased was strengthened by some: @PMOIndia @narendramodi @thetribunechd",corruption no ordinary crime it engenders web of other crimes hinders democracy and social justice feeds dynastic politics and nepotism sadly the legacy of graft instead of being erased was strengthened by some ,"[1, 2, 5]"
106,"A Gentle Reminder: 🔔🔔🔔
#Obidient #YesDaddy #Batified #Atikulated #OneNigeria #NigeriaDecides2023 #GoToCourt #Agbadorian #CORNFused #VoteNotFight #FakeNews https://t.co/KDgu0QS9Fx",a gentle reminder obidient yesdaddy batified atikulated onenigeria nigeriadecides gotocourt agbadorian cornfused votenotfight fakenews ,[2]
107,Exclusive — Rep. Jeff Van Drew: Democrats Afraid of Trump in 2024 https://t.co/ZbxJhEMwpQ,exclusive rep jeff van drew democrats afraid of trump in ,[5]
108,Exclusive — Rep. Jeff Van Drew: Democrats Afraid of Trump in 2024 https://t.co/NiMcNegx16 via @BreitbartNews,exclusive rep jeff van drew democrats afraid of trump in via ,[5]
109,"Van Drew: Dems Afraid Trump Will Take Out ‘Corruption’ If Wins in 24
👇
https://t.co/TO5E0Txktm",van drew dems afraid trump will take out corruption if wins in ,[5]
110,"Governor Elect for Akwa Ibom State, Pastor Umo Eno going to the CCB to declare his assets as a BOSS, knowing he made his money as an entrepreneur off politics... No  corruption baggage na different flex https://t.co/2IAENPxECK",governor elect for akwa ibom state pastor umo eno going to the ccb to declare his assets as boss knowing he made his money as an entrepreneur off politics no corruption baggage na different flex ,"[2, 4]"
111,"“President Buhari should sign Audit Bill as parting gifts” says new Anti-Corruption Report https://t.co/uZwmRQzQbw
#BBTitians #NigerianElections2023 #NigeriaDecides2023 #African #politics", president buhari should sign audit bill as parting gifts says new anti corruption report bbtitians nigerianelections nigeriadecides african politics,"[2, 4]"
112,Exclusive — Rep. Jeff Van Drew: Democrats Afraid Donald Trump Will Take Out ‘Corruption’ if He Wins in 2024 https://t.co/j0k91AvNGm,exclusive rep jeff van drew democrats afraid donald trump will take out corruption if he wins in ,[5]
113,Exclusive — Rep. Jeff Van Drew: Democrats Afraid Donald Trump Will Take Out ‘Corruption’ if He Wins in 2024 https://t.co/DMBEK2oCuy,exclusive rep jeff van drew democrats afraid donald trump will take out corruption if he wins in ,[5]
114,"It’s April 03, 2023 at 07:30AM
Stop Your Period Pain Instantly and Naturally with Nuvapad, No Drugs.

😍 Experience Your Period Better!
Click &gt;&gt;&gt; https://t.co/TXx3nTRHa6

#AtikuGate #ObiDatti2023 #NigeriaDecides2023 #ThePeoplesTownHall https://t.co/4tOuDkXAVl",it april at am stop your period pain instantly and naturally with nuvapad no drugs experience your period better click gt gt gt atikugate obidatti nigeriadecides thepeoplestownhall ,[0]
115,"Labourer Party is now Guilty of all Evils they Claim to Fight APC for.

From Religion to Rigging to Money Politics of Governorship Nomination Form N25,000,000, to Vote Buying to Violence to Propaganda to Corruption Just Name it",labourer party is now guilty of all evils they claim to fight apc for from religion to rigging to money politics of governorship nomination form to vote buying to violence to propaganda to corruption just name it,[2]
116,"BOOM: Rep. Jeff Van Drew: Democrats Afraid of Trump in 2024 https://t.co/avlMaK8po7 
#USA #America #MAGA #NewJersey #Boston #Cincinnati #Cleveland #Cheyenne #Charleston #Bismarck #NewOrleans #Miami #Tampa #Austin #Dallas #DesMonies #IowaCity #Phoenix #RichmondVA #Milwaukee",boom rep jeff van drew democrats afraid of trump in usa america maga newjersey boston cincinnati cleveland cheyenne charleston bismarck neworleans miami tampa austin dallas desmonies iowacity phoenix richmondva milwaukee,[2]
117,"When it d whole president of your league found you, and call you out for corruption. And your next move is to attack him. Then get ready for politics tragedy all for you.

Laporta!!! Are u listening?",when it whole president of your league found you and call you out for corruption and your next move is to attack him then get ready for politics tragedy all for you laporta are listening ,"[1, 2]"
118,"Corruption continues to exist because people with the most in our country are not content with what they have.The more they have,the more they want to acquire.Politics has becomes an avenue for greed as leaders use their positions to embezzle public funds.#ExposeTheCorrupt https://t.co/l0KSE7fx3J",corruption continues to exist because people with the most in our country are not content with what they have the more they have the more they want to acquire politics has becomes an avenue for greed as leaders use their positions to embezzle public funds exposethecorrupt ,"[2, 3]"
119,#NigeriaDecides2023: The day an innocuous task became hazardous https://t.co/sT9WD7crLP, nigeriadecides the day an innocuous task became hazardous ,[2]
120,Exclusive — Rep. Jeff Van Drew: Democrats Afraid of Trump in 2024 https://t.co/8pUKUAoPFW via @BreitbartNews,exclusive rep jeff van drew democrats afraid of trump in via ,[5]
121,Exclusive — Rep. Jeff Van Drew: Democrats Afraid Donald Trump Will Take Out ‘Corruption’ if He Wins in 2024 https://t.co/4rldsxnygN,exclusive rep jeff van drew democrats afraid donald trump will take out corruption if he wins in ,[5]
122,"Hello Seyi @STinubu, @nextofkinpapi
Where is Tinubu? #NigeriaDecides2023",hello seyi where is tinubu nigeriadecides,[2]
123,"Suella Braverman claims £25,000 💴🐖to pay household bills 👉milking loophole' https://t.co/7pWhjf4nmr

@SuellaBraverman 🐭claimed nearly £25,000 in 5 years for her London house, living rent-free with her parents when not there
#Corruption 

@SusanChubb1 @stef18881 @geoffshumba",suella braverman claims to pay household bills milking loophole claimed nearly in years for her london house living rent free with her parents when not there corruption ,"[1, 2, 4]"
124,"It’s April 03, 2023 at 06:30AM
Stop Your Period Pain Instantly and Naturally with Nuvapad, No Drugs.

😍 Experience Your Period Better!
Click &gt;&gt;&gt; https://t.co/TXx3nTRHa6

#AtikuGate #ObiDatti2023 #NigeriaDecides2023 #ThePeoplesTownHall https://t.co/coouVetfTo",it april at am stop your period pain instantly and naturally with nuvapad no drugs experience your period better click gt gt gt atikugate obidatti nigeriadecides thepeoplestownhall ,[0]
125,Exclusive — Rep. Jeff Van Drew: Democrats Afraid of Trump in 2024 https://t.co/jlu97PpV3k,exclusive rep jeff van drew democrats afraid of trump in ,[5]
126,Exclusive — Rep. Jeff Van Drew: Democrats Afraid of Trump in 2024 https://t.co/dN6BL8GE22,exclusive rep jeff van drew democrats afraid of trump in ,[5]
127,Exclusive — Rep. Jeff Van Drew: Democrats Afraid of Trump in 2024 https://t.co/ps5ay0Utiu,exclusive rep jeff van drew democrats afraid of trump in ,[5]
128,#KarnatakaAssemblyElection2023 BJP following  south of the Narmada politics here corruption and nepotism are part of political culture they are not issues what BJP has is pushback on Islamic terror and nationalism combined with Modi's very high personal popularity winning mix, karnatakaassemblyelection bjp following south of the narmada politics here corruption and nepotism are part of political culture they are not issues what bjp has is pushback on islamic terror and nationalism combined with modi very high personal popularity winning mix,"[2, 4]"
129,"Exclusive — Rep. Jeff Van Drew: Democrats Afraid Donald Trump Will Take Out 'Corruption' if He Wins in 2024 https://t.co/ff0yzuKYsS
Exclusive — Rep. Jeff Van Drew: Democrats Afraid Donald Trump Will Take Out 'Corruption' if He Wins in 2024 https://t.co/ff0yzuKYsS",exclusive rep jeff van drew democrats afraid donald trump will take out corruption if he wins in exclusive rep jeff van drew democrats afraid donald trump will take out corruption if he wins in ,[5]
130,#Exclusive — Rep. Jeff Van Drew: Democrats Afraid Donald Trump Will Take Out ‘Corruption’ if He Wins in 2024-the looney fascist left is doing everything they can to ensure Trump’s  victory in ‘24! Get ready for a Trump tsunami! https://t.co/Yg8GodcZ4U, exclusive rep jeff van drew democrats afraid donald trump will take out corruption if he wins in the looney fascist left is doing everything they can to ensure trump victory in get ready for trump tsunami ,"[2, 4, 5]"
131,Politics these days are a hopeless abyss of corruption and power-hungry individuals. It's disheartening to see our leaders prioritize their own agendas over the welfare of the people they represent #sadpolitics https://t.co/5RJ0fBHxdo,politics these days are hopeless abyss of corruption and power hungry individuals it disheartening to see our leaders prioritize their own agendas over the welfare of the people they represent sadpolitics ,[2]
132,Exclusive — Rep. Jeff Van Drew: Democrats Afraid of Trump in 2024 https://t.co/gSJj71Cxxu,exclusive rep jeff van drew democrats afraid of trump in ,[5]
133,"Lobbyists get reined in: Prime Minister Chris Hipkins writes to Speaker to cut off their access, wants voluntary code of conduct. https://t.co/N4Uls7fwTy @chrishipkins trying to deodorise @nzlabour asap without realising you cant cover the smell of
Corruption. @dbseymour",lobbyists get reined in prime minister chris hipkins writes to speaker to cut off their access wants voluntary code of conduct trying to deodorise asap without realising you cant cover the smell of corruption ,"[2, 5]"
134,"It’s April 03, 2023 at 05:29AM
Stop Your Period Pain Instantly and Naturally with Nuvapad, No Drugs.

😍 Experience Your Period Better!
Click &gt;&gt;&gt; https://t.co/TXx3nTRHa6

#AtikuGate #ObiDatti2023 #NigeriaDecides2023 #ThePeoplesTownHall https://t.co/3iwaOzhKm3",it april at am stop your period pain instantly and naturally with nuvapad no drugs experience your period better click gt gt gt atikugate obidatti nigeriadecides thepeoplestownhall ,[0]
135,Exclusive — Rep. Jeff Van Drew: Democrats Afraid Donald Trump Will Take Out ‘Corruption’ if He Wins in 2024 https://t.co/KDCrWGhAhG,exclusive rep jeff van drew democrats afraid donald trump will take out corruption if he wins in ,[5]
136,"INEC appoints former NBA president, 8 other SANs to defend election | TheCable https://t.co/ntCCIBNHQW

#NigeriaDecides2023 https://t.co/LD2fmxIG8t",inec appoints former nba president other sans to defend election thecable nigeriadecides ,[2]
137,Exclusive — Rep. Jeff Van Drew: Democrats Afraid of Trump in 2024 https://t.co/oFTGvgXsFa,exclusive rep jeff van drew democrats afraid of trump in ,[5]
138,Exclusive — Rep. Jeff Van Drew: Democrats Afraid of Trump in 2024 https://t.co/uP2PRjjS1V via @BreitbartNews,exclusive rep jeff van drew democrats afraid of trump in via ,[5]
139,Senate Presidency: CSO Cautions Tinubu Against Aspirants With Corruption Cases https://t.co/oTgoyeI2qe #News #Politics,senate presidency cso cautions tinubu against aspirants with corruption cases news politics,[2]
140,Exclusive — Rep. Jeff Van Drew: Democrats Afraid Donald Trump Will Take Out ‘Corruption’ if He Wins in 2024 https://t.co/nSmYx2c0ZM,exclusive rep jeff van drew democrats afraid donald trump will take out corruption if he wins in ,[5]
