text,date,raw_text_length,year,month,cleaned_text,cleaned_text_length
"Ed Helms: ""Politics is pretty f$*ked"". Watch Ed Helms and RepresentUs CEO Josh Graham Lynn break down the root causes of corruption in our political system, and how we, the people, can fix things. https://t.co/cnnmEbXI2S",2023-04-03 08:18:40+00:00,35,2023,04,ed helms politics is pretty ked watch ed helms and representus ceo josh graham lynn break down the root causes of corruption in our political system and how we the people can fix things ,34
"#PMAtCBIDiamondJubilee
Corruption and dynastic politics takes away the strength of society and nation
https://t.co/YSjfp4UQOo
via NaMo App",2023-04-03 08:17:57+00:00,17,2023,04, pmatcbidiamondjubilee corruption and dynastic politics takes away the strength of society and nation via namo app,16
"Just read @queersprings' piece on how we casually talk about queer intimacies through the language of irrationality and disgust. 
https://t.co/PYFthXRP84

Finding their discussion of how our mere existence breaks notions of purity and allows for erotic corruption fascinating!",2023-04-03 08:16:53+00:00,38,2023,04,just read piece on how we casually talk about queer intimacies through the language of irrationality and disgust finding their discussion of how our mere existence breaks notions of purity and allows for erotic corruption fascinating ,36
"#PMAtCBIDiamondJubilee
Corruption and dynastic politics takes away the strength of society and nation
https://t.co/toE3xkqAGZ
via NaMo App",2023-04-03 08:16:03+00:00,17,2023,04, pmatcbidiamondjubilee corruption and dynastic politics takes away the strength of society and nation via namo app,16
"#PMAtCBIDiamondJubilee
Corruption and dynastic politics takes away the strength of society and nation
https://t.co/afJJOuOgWn
#My_Buland #BulandNaMo
#HamaraAppNaMoApp
@YouthofNation21 @youth4bjp 
@Yuva_of_India @MpDrBholaSingh",2023-04-03 08:15:39+00:00,21,2023,04, pmatcbidiamondjubilee corruption and dynastic politics takes away the strength of society and nation my buland bulandnamo hamaraappnamoapp of india ,19
"#PMAtCBIDiamondJubilee
Corruption and dynastic politics takes away the strength of society and nation
https://t.co/db186CYFIH
via NaMo App
@DhirendraGBN

Join me on NaMo App in the journey to transform India.

Click https://t.co/bUtLttNj1R &amp; enter code DLDBBW-F",2023-04-03 08:06:03+00:00,35,2023,04, pmatcbidiamondjubilee corruption and dynastic politics takes away the strength of society and nation via namo app join me on namo app in the journey to transform india click amp enter code dldbbw f,33
"Women are blessings to this world, if 30/40 percent of women in Nigeria engage in politics I’m certain corruption rate would decrease automatically 🤷🏾‍♂️",2023-04-03 08:03:50+00:00,24,2023,04,women are blessings to this world if percent of women in nigeria engage in politics certain corruption rate would decrease automatically ,21
"#PMAtCBIDiamondJubilee
Corruption and dynastic politics takes away the strength of society and nation
https://t.co/oU9aP71QR1
via NaMo App",2023-04-03 08:02:48+00:00,17,2023,04, pmatcbidiamondjubilee corruption and dynastic politics takes away the strength of society and nation via namo app,16
"#PMAtCBIDiamondJubilee
Corruption and dynastic politics takes away the strength of society and nation
https://t.co/dm84g5rqd7",2023-04-03 08:01:58+00:00,14,2023,04, pmatcbidiamondjubilee corruption and dynastic politics takes away the strength of society and nation ,13
"#PMAtCBIDiamondJubilee
Corruption and dynastic politics takes away the strength of society and nation
https://t.co/uctKjdJu3N
via NaMo App",2023-04-03 08:01:13+00:00,17,2023,04, pmatcbidiamondjubilee corruption and dynastic politics takes away the strength of society and nation via namo app,16
"#PMAtCBIDiamondJubilee
Corruption and dynastic politics takes away the strength of society and nation
https://t.co/Q0vuMatrQb
via NaMo App",2023-04-03 07:55:24+00:00,17,2023,04, pmatcbidiamondjubilee corruption and dynastic politics takes away the strength of society and nation via namo app,16
"“You can’t get rich in politics unless you’re a crook.” 

Harry S. Truman

#HarrySTruman #HarryTruman #Truman #POTUS #Politics #Politicians #quote #quotes #corruption #crook https://t.co/zgEoiwf5e1",2023-04-03 07:51:16+00:00,24,2023,04, you can get rich in politics unless you re crook harry truman harrystruman harrytruman truman potus politics politicians quote quotes corruption crook ,22
"#TheIndiaFix #loksabha2024 | Will corruption shape the path to 2024?

The answer, like so much else in India politics is: it’s complicated, @ShoaibDaniyal writes.

Read more here: https://t.co/OtCPv9SDeB https://t.co/wkTKvrS5wf",2023-04-03 07:30:35+00:00,29,2023,04, theindiafix loksabha will corruption shape the path to the answer like so much else in india politics is it complicated writes read more here ,24
"It’s April 03, 2023 at 08:29AM
Stop Your Period Pain Instantly and Naturally with Nuvapad, No Drugs.

😍 Experience Your Period Better!
Click &gt;&gt;&gt; https://t.co/TXx3nTRHa6

#AtikuGate #ObiDatti2023 #NigeriaDecides2023 #ThePeoplesTownHall https://t.co/qTsRFeuVKq",2023-04-03 07:29:14+00:00,30,2023,04,it april at am stop your period pain instantly and naturally with nuvapad no drugs experience your period better click gt gt gt atikugate obidatti nigeriadecides thepeoplestownhall ,27
"Corruption no ordinary crime, it engenders a web of other crimes, hinders democracy and social justice, feeds dynastic politics and nepotism. Sadly the legacy of graft instead of being erased was strengthened by some: @PMOIndia @narendramodi @thetribunechd",2023-04-03 07:28:31+00:00,37,2023,04,corruption no ordinary crime it engenders web of other crimes hinders democracy and social justice feeds dynastic politics and nepotism sadly the legacy of graft instead of being erased was strengthened by some ,33
"A Gentle Reminder: 🔔🔔🔔
#Obidient #YesDaddy #Batified #Atikulated #OneNigeria #NigeriaDecides2023 #GoToCourt #Agbadorian #CORNFused #VoteNotFight #FakeNews https://t.co/KDgu0QS9Fx",2023-04-03 07:22:33+00:00,16,2023,04,a gentle reminder obidient yesdaddy batified atikulated onenigeria nigeriadecides gotocourt agbadorian cornfused votenotfight fakenews ,14
Exclusive — Rep. Jeff Van Drew: Democrats Afraid of Trump in 2024 https://t.co/ZbxJhEMwpQ,2023-04-03 07:07:23+00:00,13,2023,04,exclusive rep jeff van drew democrats afraid of trump in ,10
Exclusive — Rep. Jeff Van Drew: Democrats Afraid of Trump in 2024 https://t.co/NiMcNegx16 via @BreitbartNews,2023-04-03 07:03:47+00:00,15,2023,04,exclusive rep jeff van drew democrats afraid of trump in via ,11
"Van Drew: Dems Afraid Trump Will Take Out ‘Corruption’ If Wins in 24
👇
https://t.co/TO5E0Txktm",2023-04-03 06:53:25+00:00,15,2023,04,van drew dems afraid trump will take out corruption if wins in ,12
"Governor Elect for Akwa Ibom State, Pastor Umo Eno going to the CCB to declare his assets as a BOSS, knowing he made his money as an entrepreneur off politics... No  corruption baggage na different flex https://t.co/2IAENPxECK",2023-04-03 06:45:26+00:00,37,2023,04,governor elect for akwa ibom state pastor umo eno going to the ccb to declare his assets as boss knowing he made his money as an entrepreneur off politics no corruption baggage na different flex ,35
"“President Buhari should sign Audit Bill as parting gifts” says new Anti-Corruption Report https://t.co/uZwmRQzQbw
#BBTitians #NigerianElections2023 #NigeriaDecides2023 #African #politics",2023-04-03 06:40:39+00:00,19,2023,04, president buhari should sign audit bill as parting gifts says new anti corruption report bbtitians nigerianelections nigeriadecides african politics,19
Exclusive — Rep. Jeff Van Drew: Democrats Afraid Donald Trump Will Take Out ‘Corruption’ if He Wins in 2024 https://t.co/j0k91AvNGm,2023-04-03 06:34:36+00:00,20,2023,04,exclusive rep jeff van drew democrats afraid donald trump will take out corruption if he wins in ,17
Exclusive — Rep. Jeff Van Drew: Democrats Afraid Donald Trump Will Take Out ‘Corruption’ if He Wins in 2024 https://t.co/DMBEK2oCuy,2023-04-03 06:34:06+00:00,20,2023,04,exclusive rep jeff van drew democrats afraid donald trump will take out corruption if he wins in ,17
"It’s April 03, 2023 at 07:30AM
Stop Your Period Pain Instantly and Naturally with Nuvapad, No Drugs.

😍 Experience Your Period Better!
Click &gt;&gt;&gt; https://t.co/TXx3nTRHa6

#AtikuGate #ObiDatti2023 #NigeriaDecides2023 #ThePeoplesTownHall https://t.co/4tOuDkXAVl",2023-04-03 06:30:11+00:00,30,2023,04,it april at am stop your period pain instantly and naturally with nuvapad no drugs experience your period better click gt gt gt atikugate obidatti nigeriadecides thepeoplestownhall ,27
"Labourer Party is now Guilty of all Evils they Claim to Fight APC for.

From Religion to Rigging to Money Politics of Governorship Nomination Form N25,000,000, to Vote Buying to Violence to Propaganda to Corruption Just Name it",2023-04-03 06:28:02+00:00,38,2023,04,labourer party is now guilty of all evils they claim to fight apc for from religion to rigging to money politics of governorship nomination form to vote buying to violence to propaganda to corruption just name it,37
"BOOM: Rep. Jeff Van Drew: Democrats Afraid of Trump in 2024 https://t.co/avlMaK8po7 
#USA #America #MAGA #NewJersey #Boston #Cincinnati #Cleveland #Cheyenne #Charleston #Bismarck #NewOrleans #Miami #Tampa #Austin #Dallas #DesMonies #IowaCity #Phoenix #RichmondVA #Milwaukee",2023-04-03 06:12:41+00:00,32,2023,04,boom rep jeff van drew democrats afraid of trump in usa america maga newjersey boston cincinnati cleveland cheyenne charleston bismarck neworleans miami tampa austin dallas desmonies iowacity phoenix richmondva milwaukee,30
"When it d whole president of your league found you, and call you out for corruption. And your next move is to attack him. Then get ready for politics tragedy all for you.

Laporta!!! Are u listening?",2023-04-03 06:09:36+00:00,37,2023,04,when it whole president of your league found you and call you out for corruption and your next move is to attack him then get ready for politics tragedy all for you laporta are listening ,35
"Corruption continues to exist because people with the most in our country are not content with what they have.The more they have,the more they want to acquire.Politics has becomes an avenue for greed as leaders use their positions to embezzle public funds.#ExposeTheCorrupt https://t.co/l0KSE7fx3J",2023-04-03 06:05:02+00:00,43,2023,04,corruption continues to exist because people with the most in our country are not content with what they have the more they have the more they want to acquire politics has becomes an avenue for greed as leaders use their positions to embezzle public funds exposethecorrupt ,46
#NigeriaDecides2023: The day an innocuous task became hazardous https://t.co/sT9WD7crLP,2023-04-03 06:01:19+00:00,9,2023,04, nigeriadecides the day an innocuous task became hazardous ,8
Exclusive — Rep. Jeff Van Drew: Democrats Afraid of Trump in 2024 https://t.co/8pUKUAoPFW via @BreitbartNews,2023-04-03 05:59:17+00:00,15,2023,04,exclusive rep jeff van drew democrats afraid of trump in via ,11
Exclusive — Rep. Jeff Van Drew: Democrats Afraid Donald Trump Will Take Out ‘Corruption’ if He Wins in 2024 https://t.co/4rldsxnygN,2023-04-03 05:48:12+00:00,20,2023,04,exclusive rep jeff van drew democrats afraid donald trump will take out corruption if he wins in ,17
"Hello Seyi @STinubu, @nextofkinpapi
Where is Tinubu? #NigeriaDecides2023",2023-04-03 05:40:42+00:00,8,2023,04,hello seyi where is tinubu nigeriadecides,6
"Suella Braverman claims £25,000 💴🐖to pay household bills 👉milking loophole' https://t.co/7pWhjf4nmr

@SuellaBraverman 🐭claimed nearly £25,000 in 5 years for her London house, living rent-free with her parents when not there
#Corruption 

@SusanChubb1 @stef18881 @geoffshumba",2023-04-03 05:40:38+00:00,34,2023,04,suella braverman claims to pay household bills milking loophole claimed nearly in years for her london house living rent free with her parents when not there corruption ,27
"It’s April 03, 2023 at 06:30AM
Stop Your Period Pain Instantly and Naturally with Nuvapad, No Drugs.

😍 Experience Your Period Better!
Click &gt;&gt;&gt; https://t.co/TXx3nTRHa6

#AtikuGate #ObiDatti2023 #NigeriaDecides2023 #ThePeoplesTownHall https://t.co/coouVetfTo",2023-04-03 05:30:31+00:00,30,2023,04,it april at am stop your period pain instantly and naturally with nuvapad no drugs experience your period better click gt gt gt atikugate obidatti nigeriadecides thepeoplestownhall ,27
Exclusive — Rep. Jeff Van Drew: Democrats Afraid of Trump in 2024 https://t.co/jlu97PpV3k,2023-04-03 05:09:56+00:00,13,2023,04,exclusive rep jeff van drew democrats afraid of trump in ,10
Exclusive — Rep. Jeff Van Drew: Democrats Afraid of Trump in 2024 https://t.co/dN6BL8GE22,2023-04-03 05:05:22+00:00,13,2023,04,exclusive rep jeff van drew democrats afraid of trump in ,10
Exclusive — Rep. Jeff Van Drew: Democrats Afraid of Trump in 2024 https://t.co/ps5ay0Utiu,2023-04-03 05:05:16+00:00,13,2023,04,exclusive rep jeff van drew democrats afraid of trump in ,10
#KarnatakaAssemblyElection2023 BJP following  south of the Narmada politics here corruption and nepotism are part of political culture they are not issues what BJP has is pushback on Islamic terror and nationalism combined with Modi's very high personal popularity winning mix,2023-04-03 04:58:18+00:00,40,2023,04, karnatakaassemblyelection bjp following south of the narmada politics here corruption and nepotism are part of political culture they are not issues what bjp has is pushback on islamic terror and nationalism combined with modi very high personal popularity winning mix,40
